ride_review,ride_rating,sentiment
i spent total hours days trying install uber phone type phone number asks password seems pretty simple type password told incorrect password know true try carefully still get incorrect password message type email address associated password told correct email address try reset password fall infinite loop give response tried calling assistance good luck their numbers posted finally thought got young lady hung noticed large number complaints sudden gone believe uber refreshed site eliminate bad publicity so lost customer signed lyft took minutes do need lyft,1.0,0
i prepaid uber app ensure problems traveling on attempted prearrange pickup following day class essential upgrade professional license unable schedule pick received message request failed please enter new payment method contacted uber help assured trouble prearranged services problem following morning the following morning received error messages also linked credit card paypal despite told fixed problem day rectified ended missing day class cost additional dollars attempting obtain refund uber continuously failed refund account despite almost daily communication via email help application this company absolutely horrible customer service lyft much better reliable service,1.0,0
i recently took uber checking trips next day see charged cleaning fee my driver name michael picked delray beach florida dropped boca raton florida the ride cost when asked uber uber help advised charged cleaning fee received pictures vomit seat floor this something absolutely asked community manager area call received response these pictures submitted feel violated feel nothing dispute charges becomes said said type thing the attorney general needs advised going uber drivers extorting money fraudulently riders loyal uber rider years issue attempted resolve issue uber feel erroneously charged cleaning fee something i hope driver gets investigated terminated people,1.0,0
i requested uberx told arrived will willie made way outside find gone checked app see canceled find way how still home emailed uber situation harsh asked details responded providing screenshots hours waiting hearing nothing told issuing refund based trip details looks like trip took place smh wtf even offered provide picture asked contact driver picked avail thoroughly disgusted uber,1.0,0
unable retrieve phone left uber car days nonstop attempts surely one left phone leaving party surely one greatly depends phone no customer service,1.0,0
i driver drove several times past weekend several rides surges customers even told ride surge now said done uber want pay correct pay this first time happened tired fighting giving money owe be warned decide driver uber they short pays continue get scripted replies someone another country,1.0,0
i never knew going difficult task contact uber customer service issue husband in fact customer service per se critical safety response line much help problem what happened husband left uber wallet documents id cards credit cards pictures etc he really got stressed lot contacted uber app right away able reach driver you must know really ca reach driver even though uber app transfer call the driver never picked phone voicemail set leave message from saturday night monday night know anything lost wallet at least call back us found find ever read driver syed lost hat even dollars wallet stress husband go lost documents one foreign driving license easy replace even know may find first least simple message nice represent large developing company,1.0,0
i finally caved opened account uber order take ride hallandale fort lauderdale airport fly home impression first ride free find place enter code nevertheless picked dropped charge once gate thought go back app learn perhaps discover enter promo codes that saw second charge applied to make long story short number back forth emails uber seems driver yuniel speak word english claimed dog urinated seats the uber reply fourth email included find absolutely astounding require multiple back forth emails much stressing following reasons flying florida car dog had seat like previous passenger entered car tried save picture try capture time stamp proof saved uber know charge reversed visa wo satisfy means driver still get fake cleaning charge the driver known make ridiculous story perhaps claimed passenger ill want give ideas something driver yuniel thief but company reputation maintain go length support scam disheartening year old clean cut person traveled without pet kind taken ride pun intended company behind driver far done nothing resolve except continue send emails driver ridiculous claim through magic snipping tool present photo driver submitted would sat not continue write uber resolved unfortunately company single driver eliminated future business uber,1.0,0
i live san francisco city using uber two years about six months ago first issue two drivers report violations my score always stars uber allowing drivers leave negative rating riders reported left negative feedback due unprofessional rude dangerous behavior my score dropped yesterday afternoon correctly honestly paid two seats spouse driver arrived car one seat available when asked cancel ride denied request multiple times stared us creepy way when heard going contact uber immediately left us sidewalk bags kept making us pay ride benefitting two passengers back seats occupying wife seat bother move enough allow sit unpleasant behavior understood fault much driver since must paid one seat causing main problem the driver retaliation damaged profile score stars working hard restore score bad drivers damaged months ago seems like riders way protect similar behaviors we constantly risk finding unpleasant arrogant lazy even dangerous drivers uber customer care care able obtain refund asked restore score ended infinite loop excuses explanations policy prevents modify riders drivers way bad drivers allowed damage reputation good customers customers reporting issue informed uber rights move legally despite claim fake policy in particular let uber arbitration clauses prohibits customers suing company scare stop fighting rights april california court ruled obscured terms service privacy policy screen meaning rider suing company reasonably notified giving right talking privacy defamations involved similar situation aware despite uber claims rider profile not private requires one person see driver public and many drivers takes advantage low score avoid picking behaving badly way if driver damage score retaliation reported given star uber driver face lawsuit,1.0,0
uber charged card ride take place notified bank uber charge weekend never left home attempting contact uber phone submit fraudulent statement via website proved impossible the last uber contact number recognize phone number their website permit required screen shot fraudulent bank transaction ultimately resorted closing card reasoning happened certainly happen shame uber,1.0,0
first almost impossible try find way send technical question once got someone totally misunderstood issue then assigned resolved tag was discontinued contact never had my issue resolved and now they wont respond this company way too difficult deal giving just gon na stick yellow taxis,1.0,0
i recently seattle fun trip used uber several times without problem but sudden charged nowhere never respond but thank god bank denied fee then asked ride cancelled yet said location requested charged cancelled ride not and trying contact customer service joke say least used lyft yet checking uber big rip careful,1.0,0
attempting schedule ride uber using app failed times app verify card security code back three credit cards entered app returning home shopping frozen goods relying uber get home after several failed attempts noticed uber shifted surge pricing still higher surge pricing finally able schedule ride however believe drove rate requested many rides app took hold asked uber investigate concern heard back original message deleted,1.0,0
i uber driver took couple riders happens husband wife when picked riders women wife badly intoxicated sitting sidewalk it first time know happen next picked la headed torrance by time nearly got destination wife threw car the husband helped catch puke onto shirt since liquid throw soaked back leather seat anything completed trip home got car since first experience rider throwing back seat know claim clean fee used wet towels clean threw able wipe pukes back seat the alcoholic smell gone left car horrible puke alcoholic stinks spend nearly minutes cleaning open whole car windows smell bad my car fresh brand new less year old lexus is found app request cleanup fee via uber so took pictures sent pictures explanations situation happened rider drive due alcoholic smell home the next day uber customer service contacted via email here said if submit photos damage clearly show mess including wet seat explanation happened within hours happy look cleaning fee the photo submitted show mess charge rider evidence mess apologize inconvenience thanks much uber after exchanging emails days uber pay penny tried help cleanup fee car really disgusted tired uber customer attitude towards drivers heard lyft pays straight detail fee rider throws car as probably dealt experienced uber drivers say lyft much much better drivers riders comes satisfaction,1.0,0
i uber passenger multiple times problems when problem one help ask phone number say phone support just email charged double stated uber account going different destination went emailed multiple times reply saying resolved that price think no one really read complaints kept emailing last email said sorry ride days closed emailed several times response uber right always wo listen customer support stinks my dollar trip stated app final,1.0,0
uber care drivers vehicles for issues people responding philippines initially say we offshore trained use initially prepared ready texts those guys disclose unique info like employee id initials imitate work issue imitate care imitate responsibility every time different person responds veil anonymity you ca talk manager their system designed discourage drivers resolve issues confuse distance on top uber want sued they want arbitration uber also like class action measures how possible usa government allows american corporation play games people avoid responsibility,1.0,0
on oregon alone trip university needing ride pdx get home ca chose uber lyft driver available time arrival worked arrive airport pdx plenty time but getting lost looking gas and use app guide pick locations ended late therefore made miss plane sorry this unacceptable uber feeling helpless time quoted my time gave arrive pdx gave min catch flight was minutes late missed my flight because he stopped for gas and coffee that unacceptable know going driver definitely thinking make pit stops take streets airport miles away he refused take freeway first time asked finished coffee said ok time things look good thank feel uber able assure times routes ca control drivers there traffic morning reason drivers miss flight,1.0,0
i bought uber card way work pretty high amount allowed use card first use anymore try go customer service good they run around circles took money account bought credits they tell still work the uber card scam really want put star stars,1.0,0
i feel compelled let people know one seeing hidden charges show ride recently boston actually ran street get car early driver stop heavier traffic charged wait time charge how heck work no response uber yet wrote the driver nice good ride destination fee pumped make money right door address put uber agreed pick wait charge wait put also couple weeks ago albany ny charge quoted getting receipt breakdown showed toll uber worker comp charge hmmm toll road taken heck happened so starting think coincidence however print itemized receipts route taken hold decide going report uber sooo great started honest nice cars great drivers billed one fee knew going include front again neither situations happened billed respond issue tell charge signing lyft today hearing great things perhaps want business think uber may issues people watch receipt breakdowns,2.0,0
a ride exact origination destination similar traffic condition driver availability situation usually taking around charged around driver get extra charged amount uber naming whatever price want without supporting facts customer service extremely horrible one even marked issue resolved without content reply please caution take ride front showing price uber app rip,1.0,0
i honestly lost track number times frustrating experience company it got least point within past year each time attempt resolve problem contacting website option speak human the process attempting communicate every single time another giant frustration decided stop using services many better choices thank lyft recently enticed email got offering unlimited rides month decided buy pass unlock rides arrived home see charged ride showed app and found yet writing another disgruntled email try remedy situation please save trouble use different taxi service,1.0,0
i contacted uber ride august pm the first show the driver notified pick but charged fee could contact uber protest charge never use uber,1.0,0
i able successfully use app whenever tried get ride says check connection it never seems problem connection comes excessively texting messages urging become driver remembering credit card information never requested info become driver rider when went online contact customer service option fill generic field customer service number hands flimsiest excuse lack phone support ever heard it message tells get back hours when need ride going solve problem tried hours yet receive reply direct quote more often phone messages incoherent slow ability provide customer support how actually answering phone use automated call back service or chat support website calling cab may pricier much less aggravating it already feel though need stiff drink,1.0,0
it august dallas texas raining hard called uber ride go ortho appointment parkland hospital involved horrific accident january leg nearly severed saved amputated wheelchair months today first leave house without wheelchair walker go appointment it pouring rain driver pulled close umbrella trying balance get vehicle got mad umbrella wet got water vinyl seats busy throwing fit standing outside car allowed get move umbrella dry seat show put rude talk told get another driver uber nothing matter charge cancellation knowing fixed budget needed rideshare money go towards another driver hire weeks another driver refused stop morning take appointment like neighborhood she nicer neighborhood said feel safe picking anyone neighborhood asked bothered take trip first place paid cancellation,1.0,0
i active user uber saw service available france recent vacation used uber rather taxi left iphone uber last thursday bordeaux immediately tried log account contact driver apparently another country required provide verification code sent phone uber driver car my friend also uber user contacted uber app file inquiry behalf we less emails uber customer service different person time asking file inquiry online always lead service sending verification code finally got france uber contact driver saturday two days phone left car phone the driver met hotel told contacted uber fact phone minutes left car thursday because privacy policy contact contact we coordinate uber customer service whatever crm system using track passenger inquiries sucks unbelievable company size,1.0,0
in kadubeesanahalli am front tech park uber driver hit vehicle right side stepped find asked lot space hit car he replied saying want go left edge road immediately hit vehicle if hit vehicle stop go left edge road drop passengers this uber drivers uber encouraging teaching drivers hit kill people order drop passengers time we one way road he least know one way he says two way go direction want very strange people earth this social responsibility uber great organization,1.0,0
uber took another city away less minute without even leaving home got charged trip order took never leave card information app check app regularly ensure victim fraud,1.0,0
shame on uber they should be shut down,1.0,0
uber car service selective certain customers offering flat fare packages deals if customer normally spends never offered however accidentally offered another rides package tried accept one let contact customer service told prove offered really horrible even go screen shot sent they apologize said sold receive next month not again friend barely catch uber offered mess uber get lost they also give one price driver gets lost hike price you screen shot ride start,1.0,0
my uber driver stole money account dollars his name michael license plate be careful charge extra my ride came dollars make things take money account uber unprofessional,1.0,0
i driving uber course idea uber unique company bottom line taxi company only taxi companies drivers may non professionals uber company ca see anything american number one unique company enough great company bet dirty cheating company cheat customers cheat drivers automatically mean cheat government warn every customer driver check trips mileage time compare charges surprised matching reality small big different even small different cheating may multiply cheating quantity trips daily millions monthly billions is american way think driving miles paying trying prove gps much charges customer paying customer give tip reaching account charge customer paying less percent must month ca fix problems app area continue line list check every trip let allow cheating even penny think real american way,1.0,0
i waited spot airport car minutes away waited minutes car arrived yet uber charged waiting time the charge small question principle honesty is due improper reporting driver correct erroneous reporting if uber making mistake get corrected it difficult contact uber customer issues avid uber rider look options,1.0,0
i used uber ride secured uber pool price change when receive receipt ride change contacted uber error insisted price receipt correct this clearly case price switching uber want take responsibility not mention driver got lost several times using uber map system use google app phone get driver pointed correct direction uber customer service absolutely help incident,1.0,0
i several issues uber especially navigation minute ride service takes minutes hour application last straw yesterday requested uber three minutes away stand wait minutes of course uber gives two minutes cancel almost every time case extra charge almost dollar certainly scam probably adding many unknowing customers making lot money always pay attention email receipts come they even indicated hold put account lower amount turn charging that prompted look side shocked see lack customer service on another note almost impossible conversation customer experience uber tried several times past they interested knowing customers think they also force rate drivers poorly fault often times application send wrong location done uber,1.0,0
i purchased uber gift card amount son use he tried redeem however uber asked credit card hence buying uber gift card in attempt satisfy uber request purchased another gift card thinking act secondary instead uber app requested son provide credit card info so finally caved provided credit card son payment satisfy uber request they made mess account bank automatically shut card first uber charges account reverse charge done consecutive times causing alerts bank without knowing son time purchased another gift card purchased gift card listed amount course use one either unless credit card information inputted uber app this dishonest business how business sell gift cards not going properly redeem there lots consumers credit card gift card good alternative however much trouble worth uber not allowed sell gift cards can imagine buying gift card movies retail outlet told need credit card information order redeem how uber get away business practice this really causes undue stress people find situation well place people unwanted situation proving credit card information,1.0,0
i several recent issues uber requested uber new orleans driver never showed followed route according driver picked husband dropped us destination this not happen we never received ride charged ride nonetheless when contacted uber charged receiving ride stated driver checked said ride given we left stranded never received tried forgiving decided try uber orlando my family requested uber xl claims seat people we people party children age our uber driver showed compact suv row seat he claimed squish back angry charged uber xl received seater car we specific timed reservation miss so took trip better judgement paid uber xl fare clearly uber xl while car ask driver please change radio due language he listening hardcore rap music extremely vulgar content children car it totally offensive inappropriate years old grandchildren subjected incredibly offensive impolite sent uber complaint app met rudeness incompetence they stated car uber xl according policy sent pictures policy along description car picked us clearly states seat compact suv includes driver uber still responded negative manner incredibly upset annoyed never use uber post many negative feedback responses whatever this unacceptable customer service unhappy old customer they longer family customer,1.0,0
i going vacation called uber driver showed opened door acknowledge start take suitcase before took first suitcase driver left charged fee the second driver showed said know get airport left charged fee finally called lyft showed however kept charging card scandinavia,1.0,0
driver passed showed way back sudden nothing by cancelling wanted charge lost ton time miss work because pick car closing your driver cost days work not happy lic plate,1.0,0
we got uber last night literally miles total the uber driver confused since phone said error like never seen asked stop reset pulled house said going jacksonville florida ca trip amount immediately told driver need fix asap he hit trip end showed still high look bank account uber took sent dispute received email back email associated account what one email proceeded screen shot everything call bank dispute charges this still resolved closing account,1.0,0
the company unprofessional period they care safety the people talk sound like automated reading script they care the money worth the company scams money gas card crap do work worth lot people leaving,1.0,0
on around pm scheduled uber pick work am now done many times need early morning ride never problem at received text ready minutes scheduled pick next text alert uber driver minutes away then received text message uber driver asking questions the first one responded no the next text going may ask stated work meijer north weber the conversation continued you need cancel cause minutes away now looking map icon driver this man is approximately miles down the street from me the driver continues need cancel right charged lie said canceling charged you driver states the system let cancel following ca get messages told cancel make so driver starts drive around making look like ca find asked times cancel his response ca get messages so gave directions stated go back broughton turn left schmidt no response need work am driver finally canceled another driver come get uber sucks choice use times log complaint finally canceled drivers cell phone the company praised man great work years sorry order number the customer important company never never,1.0,0
gift cards usable deposited gift cards loss leg needed way go doctor office that weeks ago refuse address issue the answer pay debit card unable fix time the plan thief gift cards,1.0,0
we visiting chicago decided give uber try get around town on monday requested ride uber app hotel roselle metra train station uber responded driver way make car driver name hans arrival time we waited hans show hotel app showed waiting us hotel trip finally cancelled uber charged wait fee we send another request uber pick driver arrived got us train station late train due first uber driver showing correct location wait hour next wednesday requested uber pick take us legoland discovery center schaumburg il uber responded sent driver information rajinder vehicle info when rajinder arrived told going legoland discovery center ended driving us macy mall told us legoland mall we informed correct location weekend he continued insist mall started raising voice continued drive us around mall he call people names walk front called husband provided address legoland discovery center said arguing telling correct address his voice continued increase uncomfortable insisted get car request another uber ride as got car screamed car window stupid in addition rude kicking us car wrong location confrontational car messy smell clean we contacted uber said investigate instance refund fee trip at time feel like want take uber since good experience instances used,1.0,0
our first trip uber new york satisfactory the driver prompt price reasonable the second trip resulted two overcharges they cancelled ride twice reading reviews shows overcharging common practice uber we found drivers pleasant capable review directed toward we use uber,1.0,0
your drivers took canoe either stupid lying honest app told take miles way favorite restaurant drive taken brookhaven buckhead and took two side streets rack miles drive back she told app told get off travel buckhead tell her directions spend night car want full refund trips hour late dinner appointment scam check gps unbelievable gps should really give directions wtf miles,1.0,0
today pick customer wait minute come call he hold phone cancel he come cancel said call uber cancel rider show he told uber cut money account but whenever driver cancel uber pay money driver cancel show rider already cancel show account cancel get money customer cancel customer need call uber refund want drive go pick passenger way customer cancel we lose gas uber pay free and wait passenger minute time free we lose gas we sent far passenger house sometimes come back get passenger we uber driver also lyft driver want drive use car spend gas get little money,1.0,0
uber charged faults mapping system charged excess booked uberpass my fault asked driver drop front gate office uber mapping system showing drop location back gate exit the funniest part reach back gate go km extra so literally charged extra saving time driver time fuel understand computers faulty times but contacted customer care human assume gave script what point human understand logic,1.0,0
while staying champions gate fl daughter friend got uber estimate orlando estimate the first driver took minute drive dropped church street pm the driver picked around brought back hotel minutes charge stated took hour minutes on map see drive around buena vista unnecessary if know orlando know straight shot i drove day construction it took two emails get answer uber place excuses made sense straight shot straight shot back used uber many times use lyft go back old fashioned taxis how business survive real customer service,1.0,0
after night one weekend friend called uber pretty drunk wanted make sure got home okay while car felt like needed puke opened door outside nothing went inside car aside small splashes plastic door offered go buy water bottle rinse driver said fine waited line store took left drunk girl street ensuring safe arrival home both friend split fare charged small fee until visa statements came saw cleaning fee each top ride charge spoke many friends acquaintances actually told puked inside uber charged tried get touch uber mind opened ticket order get touch reply back saying policies put resolved immediately prevents able write back opened several tickets regards issue wanting answers friend charged much vomit even inside car they extremely unprofessional even asked stop closing ticket kept exact thing they sent pictures first ticket zoomed vomit outside pictures expire fairly quickly longer view asked resent ignored request explained aside incident nothing like happened rating app that understood pay fee extreme kindly asked reverse least charge even car time unprofessional give short answers close tickets time definitely recommend service access credit card information use however see fit obviously proper guidelines friend puked inside car charged less puked outside there way remove credit card information app unless put new one never give information for company fought hard come city show care customers completely unwilling work meet half way,1.0,0
uber overcharged dollars bogus cleaning fee communicated letting know mistake since took short ride accidents happened they insist driver sent pictures mess back seat charge valid there two us picked pm dropped pm the pictures clear show white particles one side black seat behind passenger seat they still insisting charges valid refund processed their time stamp incident report pm obviously set driver shame see online happened times filing report people aware scam take pictures using uber services,1.0,0
i driving uber almost months never issues till recently received rider request see destination start trip get location find trip hours trip almost hours iowa ohio that problem needed money started trip drove destination completed trip stars right completing rating app logs suggesting get back home location able go back online the app froze nothing else the red message suggesting go back home location thing read when got back home rapids turn online button check trip history the trip nowhere found worried much usually get issues like uber app minutes fare end showing kept waiting decided contact sent automatic response suggesting patient take hours fare show app waited hours nothing done contacted numerous occasions get loop responses as per even get response it week since happened nowhere address issue the trip cost rider used gas money nearly contacted rider gave personal phone number he says seen receipt either problem issue get fixed get charged trip this experience makes think twice get trip last like hour clear anything wrong app lose this kind treatment beyond inhuman ca believe kind people working and also treat issues report get partial long lose they favor whichever side make win lose anything,1.0,0
on thursday july received text male driver looking voicemail minutes later received another voicemail woman saying looking location never requested uber signed account wednesday july used service go airport hotel now charge account ride request take sent multiple back forth uber claim reviewing see charge come phone device appear valid trip charged appropriately time distance traveled able make adjustments fare they also suggested follow anyone may physical access phone see taken ride work payment details again alone opened account one else access multiple times still send generic response,1.0,0
i drove uber two weeks went ok making much though anyway long story short smoker guess knowing clothes smoke smell people complained uber nowhere sends email saying fired idea time trying talk kind intelligent life company finally found gave absolutely warning they never mentioned complaints fired response send email problems absolute waste time ever try company,1.0,0
uber worst call uber waited corner street saw car moving kept turning around around he stop walked street did see saw car moving left came side street never came we called another uber he came got uber charging cancellation cancel ride stood busy streets toronto waiting waiting he never came insisting accordance policy uber suck pay regular cab rate get good service,1.0,0
spoke great uber longer after cancelled charged told yes next trip refund never happened again times since atlanta area drivers accept call answer say hello end cancelling reset phone try another driver airport trips etc charged without fault ruining good drivers never get money back done will use cab services uber guard good thing social reviews easy come customers easy go work hard money,1.0,0
i used uber ride may home uber quoted uber charged citibank visa overcharged contacted uber ask refund uber refused first contacted credit card company dispute not entire uber refunded credit card closed disputed upon received uber places unpaid account my credit card statement stated paid original trip confirmed citibank visa bank paid uber successfully sent uber credit card statement indicated already paid however uber insists unpaid demand pay different card refuse pay twice service blackmail blocking account pay ransom provided credit card statement uber evidence payment all uber provides arrogance paid without proof,1.0,0
trying get help on june uber started working long island according uber want drive need special license special insurance tlc license even new car newer it sounded really good went marriott hotel uniondale ny fill paperwork it hundreds people set go wait june start driving with days receive text uber saying going call new york state need uber decal one already mail meantime print copy put front car like told runs everything going smooth six seven runs the last one going mineola train station dropped customer tlc officer came window ask license insurance registration got three tickets one decal told officer told uber put car showed text shown emails he basically told tell judge they know copy legal illegal decal got two so trying get touch emails address use phone numbers take incoming mail text want see want help three tickets got court date august believe responsible exactly told,1.0,0
advised driver airlines taking they located terminal driver dropped terminal take taxi cost get correct terminal first time using uber last no one take complaint,1.0,0
uber account hacked refuse refund money country vacation someone charged trip account arguing uber even country one else account information access phone prove country obviously phone took pictures seconds away canceling account if give stars i,1.0,0
this worst uber allows customers scam drivers drivers lie say picked uber charges back driver pay this allows customers get free rides fair my advice driver lyft uber go bat drivers period drove person different destination per request contact uber said never showed uber charged buck lost fare gas money this right,1.0,0
driver ok said going wrong way then said we gon na dock one star then said whiny voice lose job we said what destination taking us he able confirm destination as going away destination he rude said using uber app directions we said regardless going normal route american airlines area go miami three days week know get many ways route taking then turned car around middle street pulled side said get we ordered another ride destination your drivers past respectable driver rex hyundai sonata if reply within seven send report bbb speak attorney believe dropped us dangerous location wife upset pursuing avenues concerning driver vehicle company,1.0,0
i returning veterinarian clinic old dog back seat my route carried neighborhood resided years maneuver side street across san pedro incident occurred made thousands times without approximately pulled intersection thames san pedro intent crossing san pedro taking almost immediate left onto sprucewood ln looked ways observed traffic beginning move southward traffic light hill south traffic proceeding hill heading northward good distance it one rare moments maneuver easy traffic within enough distance cause concern require degree extra caution crossed lanes san pedro turned right center turn lane proceeding turn left cross lanes san pedro onto exact moment began move steering wheel turn left sprucewood little noticeable impact mostly noise another vehicle without warning horn screeching tires left side almost direct center front wheel flare the car black sedan size chevrolet impala may pulled center turn lane feet front somewhat stunned development immediately concerned dog given heat degrees amongst issues suffers incontinence although recently relieved exited vehicles stunned damage car whose front end ripped almost completely the driver approached vehicles he tall weighing lbs reddish blond hair noticeably visible tattoos he amiable demeanor immediately asked how want handle being shocked state said know still trying get bearings take everything wondering old dog he responded uber driver fare need get going there person appeared female sitting rear seat passenger side indicated dog car needed get home said let look car close inspection thinking damage mine mostly cosmetic subsequently proved erroneous we proceeded around front car observe right front area small dent front corner thereof there also roughly scratch center car mainly rear door noticeable dent at point still confused state asked come he indicated parking lot east side san pedro exit probably crossed san pedro center turn lane he impressed upon need get moving returned position cars asked something write he went back car pulled insurance card business card phone number handed indicating email rather gmail he took picture insurance card iphone handed back placing card shirt pocket he indicated call later evening immediately took still somewhat disoriented failed get license plate number strong inclination started last set numbers called friend came got dog returned home tended get car towed repair center reporting insurance co contact said individual subsequent visit scene take pics show skid friday june went uber local green center spoke one tony indicated office access uber fare logs indicated escalate matter mgr he also indicated discuss matter management meeting follow soon thereafter thereafter told said person via email insurance companies police given information violate uber service policy on sunday june reported police issued incident report crash report traffic investigation unit needs want file charges call officer obtain number car bmw bought party known since bought car miles maintenance records knew getting sunk substantial amount money restoring age totaled insurance company looking hit minimum moreover elect take car fix longer insure collision comprehensive the insurance company says contacted uber might take weeks get respond july uber regard one think uber bend backwards help identify driver car sake sake future passengers say aware uber app show drivers particular area given time drivers tend circulate general area moreover one think passenger filed report uber happy get involved resolving matter involved injuries damages repair vehicle,1.0,0
i used uber days week going work going back home every time set ride uber charge different prices going place every time texted uber fare then morning one drivers disrespectful call police drive he threw personal things street like dog while talking police told driver know this started loud club music car it asked turn it hot car driver said car get ass car trying get free ride always pay uber set ride uber really care hire it overcharge customer even go way every day it really sad way get work want lose job the thing uber said make sure driver pick anymore this man treat like trash said going put pic facebook everyone see trying get free ride that like picking they always want something free if anyone wants check never tried get free ride uber always pay fare thank,1.0,0
i using service past one year your service good recently one issue observed cab allotted ride booked while cab already trip allotted next booking en route complete last trip but case always on cab booked residence allotted one somewhere away yet go complete last trip reach even today started cab visakhapatnam railway station towards residence cab got allotted somebody booked simhachalam so totally cab booking spot such wrong allotments obviously trouble customer may urgency cancellation attracting deduction minimum amount driver fault so ready cancel the victim customer please take corrective measure problem,4.0,1
cab last night morning go michael hospital toronto appointment driver came cancelled us go downtown asked get us another driver said went rebook wait another hour unacceptable on top charged cancellation fee not happy,1.0,0
uber gave estimate app driver picked traffic know going ended getting charged that higher estimate unacceptable next time lyft,1.0,0
i texted uber minute ride first driver show waited hours called this time different driver showed overcharged it creepy ride uber refused refund cancellation fee incorrectly charged drives never showed good luck ever reasoning uber they care,1.0,0
got seriously duped uber got billed trip napa tracy ca same trip two days ago they slip called black service rug clear customer stepping mine super high charge they totally unwilling address matter reach fair arrangement there consumer protection misleading services differ dramatically pricing regular services,1.0,0
i rated driver trips vehicle depreciation contractor dealing passengers fuel expenses ok deal uber spent money lobbied warrant checks fingerprinting eliminated employment requirement houston now market flooded druggies perverts criminals uber rather thousands drivers reward good drivers this keeps surge theory people use service prices repeat customer tell bad experiences uber since regulations lifted uber spends money upper management tech gurus whose sole purpose cheat drivers lie regulators her first negative experience female driver boyfriend car pickup smoked weed car reeked her experience coming home birthday male driver clutter backseat sit kept turning dome light making advances perverted comments good feet toes legs looked also uber records driver every move send daily driving acceleration speeding but include statistics driver rating that purely subjective left passenger opinion driver so drunk like way look give cowardly star rating drunk type wrong pickup address give star claiming driver needs improve pickups and uber reward drivers provide excellent service despite way system rigged use drivers,1.0,0
scheduled uber take daughters airport yes the airport they cancelled mins after scheduled pick time you can not do that it flight called cab came mins,1.0,0
i ordered uber drive once ordered gave amount ride cost the driver got lost complex took several minutes phone direct correct address uber charged wait fee the driver also got lost way destination mind time but charged nearly ride bothers they also mention include order charge quote provided if quoted amount expect charged wo choose ride uber future,1.0,0
uber charging kansas city ride said vomited car when asked proof sent seat wet fabric otherwise clean they refuse drop charge,1.0,0
uber offered rides thru july however every time request ride make sure charge half surge pricing matter time day whether busy basically half means still paying regular non surge price what rip and ploy get money,1.0,0
i requested ride medical office miles uber picked after driving miles questioned correct familiar area know exactly the driver pulled parking lot checked gps said uber app incorrect after going miles dropped destination instructed contact uber credit never tried change destination always exact address charged ride miles picked after several emails back forth charged ride timed properly this supposed reflect proper pick destination if driver makes mistake ca use equipment properly customers pay,1.0,0
say sorry account deactivated and emailed said help send picture credit card id cellphone information section send immediately write sorry allowed uber then ask information are stealing info hacking phone,1.0,0
their app charges toll even driver pay toll at time even toll plaza system charges toll their system complete flaw give excuse designed correct way please aware traveling pune uber they charge toll even driver pay,1.0,0
uber mentions standard upfront charges pool rides per promo provided kms booked cab saturday pm showing however per drop location charged really know charged much top uber driver customer care number told giving money shown started giving dhamkis said started talking sternly if pay able let however gave money this much unethical wanted say need refund soon possible sent innumerable mails uber tried make calls customer care none worked introduce dynamic charges charge extra amount and guess even charge person cancels so way uber making way money they charged times normal charge ride supposed charged hope get positive revert refund soon possible big amount cheating going,1.0,0
i purchased uber gift card able get around important places need get doctor office pharmacy uber prints gift cards cheap flimsy unreliable paper after purchasing uber gift card dollars cash credit card unavailable use time proceeded scratch covering code able immediately redeem apply account only numbers unreadable illegible part gift card paper come there way able read anything beyond disgusting despicable if uber print gift cards plastic instead paper code stay much intact readable upon yes may cost little money matters right there way void gift card activated stuck useless piece paper paid dollars panicked begged help store nothing help customer service helpline call help anything all one send messages emails wait hoping resolution problem issue many many times without success horrible experience each response receive simply copied pasted exact words app website course already know needed help insensitive robot hours email tag haggling resolution addition calling uber critical accident safety report line filing complaint severely sunburned extreme summer heat unable make clinic pharmacy friend house uber chosen sacrifice integrity personable immediate assistance squalor quality cheap paper instead durable plastic name profits soured much faith company my issue still remains outcome want gift card paid applied account plus additional extra rider credits applied account pain suffering due way provided business uber seem immediate resolution issues of course providing helpline customers call printing gift cards plastic instead paper probably never happen however know angry,1.0,0
